1 1 -46850.30228502911 -146170.8623083433 -46859.3199505572 -146170.30513650642
2 1 -46859.3199505572 -146170.30513650642 -46869.47170810059 -146169.86551207685
3 1 -46869.47170810059 -146169.86551207685 -46879.62977967115 -146169.62929815313
4 1 -46879.62977967115 -146169.62929815313 -46889.75321974523 -146169.58760262825
5 1 -46889.75321974523 -146169.58760262825 -46899.91295605897 -146169.75221263993
6 1 -46899.91295605897 -146169.75221263993 -46910.016681380526 -146170.13715939672
7 1 -46910.016681380526 -146170.13715939672 -46920.130863441955 -146170.72031952106
8 1 -46850.03308527531 -146174.21542952838 -46859.42325616959 -146173.63319436423
9 1 -46859.42325616959 -146173.63319436423 -46869.57516363922 -146173.19839991062
10 1 -46869.57516363922 -146173.19839991062 -46879.73319277784 -146172.96081906348
11 1 -46879.73319277784 -146172.96081906348 -46889.73417075013 -146172.92679311242
12 1 -46889.73417075013 -146172.92679311242 -46899.89396236052 -146173.0817096845
13 1 -46899.89396236052 -146173.0817096845 -46909.85695617175 -146173.46975175725
14 1 -46909.85695617175 -146173.46975175725 -46919.88402988251 -146174.06999635717
15 1 -46920.130863441955 -146170.72031952106 -46930.26407938083 -146171.46456736725
16 1 -46919.88402988251 -146174.06999635717 -46930.01805828548 -146174.8032185809
17 1 -46991.06014975602 -146179.39243901355 -47001.536267124065 -146179.7320474671
18 1 -47001.536267124065 -146179.7320474671 -47012.2106900387 -146179.21553720115
19 1 -47012.2106900387 -146179.21553720115 -47022.56627446735 -146177.67489514154
20 1 -47022.56627446735 -146177.67489514154 -47033.177330732346 -146174.6427442411
21 1 -47033.177330732346 -146174.6427442411 -47043.14740693214 -146170.11849103548
22 1 -47043.14740693214 -146170.11849103548 -47052.163755244845 -146163.93596976175
23 1 -47052.163755244845 -146163.93596976175 -47059.16849674404 -146157.33872246483
24 1 -47059.16849674404 -146157.33872246483 -47065.13620740986 -146149.79465322194
25 1 -46991.282098780146 -146175.9321293891 -47001.54099555718 -146176.09504459705
