2701,2,-47536.47,-145449.46,-47484.32,-145495.97,69.89 
2602,1,-47582.54,-145397.19,-47534.2,-145447.02,69.46 
2601,2,-47585.2,-145399.58,-47536.47,-145449.46,69.76 
2502,1,-47626.5,-145343.3,-47582.54,-145397.19,69.57 
2501,2,-47629.1,-145345.31,-47585.2,-145399.58,69.82 
2402,1,-47870.92,-145026.67,-47626.5,-145343.3,400.03 
2401,2,-47873.55,-145028.71,-47629.1,-145345.31,400.04 
2302,1,-47907.53,-144979.16,-47870.92,-145026.67,59.99 
2301,2,-47910.1,-144981.14,-47873.55,-145028.71,59.99 
2202,3,-48011.4,-144844.63,-47907.53,-144979.16,169.98 
2201,3,-48014.21,-144846.8,-47910.1,-144981.14,169.98 
2102,3,-48062.78,-144782.04,-48011.4,-144844.63,81.04 
2101,3,-48065.31,-144784.59,-48014.21,-144846.8,80.56 
2002,3,-48168.3,-144719.98,-48062.78,-144782.04,123.72 
2001,3,-48169.22,-144723.44,-48065.31,-144784.59,121.85 
1902,3,-48249.74,-144708.15,-48168.3,-144719.98,82.44 
1901,3,-48250,-144711.52,-48169.22,-144723.44,81.80 
1802,3,-48391.43,-144697.1,-48249.74,-144708.15,142.13 
1801,3,-48391.69,-144700.45,-48250,-144711.52,142.13 
1702,1,-48630.58,-144678.41,-48391.43,-144697.1,239.91 
1701,2,-48630.86,-144681.97,-48391.69,-144700.45,239.91 
1602,1,-48759.08,-144664.77,-48630.58,-144678.41,129.28 
1601,2,-48759.64,-144668.13,-48630.86,-144681.97,129.58 
1502,1,-48835.07,-144646.82,-48759.08,-144664.77,78.16 
1501,2,-48836.14,-144650.15,-48759.64,-144668.13,78.70 
1402,1,-48978.54,-144566.43,-48835.07,-144646.82,165.58 
1401,2,-48980.86,-144568.99,-48836.14,-144650.15,167.00 
1302,1,-49007.19,-144539.36,-48978.54,-144566.43,39.45 
1301,2,-49009.67,-144541.76,-48980.86,-144568.99,39.67 
1202,1,-49045.97,-144494.74,-49007.19,-144539.36,59.16 
1201,2,-49048.68,-144496.87,-49009.67,-144541.76,59.50 
1102,0,-49114.01,-144396.92,-49045.97,-144494.74,119.20 
1101,2,-49116.97,-144398.86,-49048.68,-144496.87,119.50 
1103,3,-49112.68,-144396.05,-49041.84,-144491.49,118.93 
1002,0,-49124.97,-144380.17,-49114.01,-144396.92,20.02 
1001,2,-49127.84,-144382.05,-49116.97,-144398.86,20.02 
1003,3,-49124.97,-144380.17,-49112.68,-144396.05,20.08 
902,0,-49185.15,-144288.45,-49124.97,-144380.17,109.71 
901,2,-49187.87,-144290.23,-49127.84,-144382.05,109.71 
802,0,-49360.52,-144021.3,-49185.15,-144288.45,319.59 
801,2,-49363.31,-144023.14,-49187.87,-144290.23,319.60 
803,1,-49357.69,-144019.45,-49182.46,-144286.69,319.60 
103,1,-49936.5,-143408.17,-49768.89,-143504.03,193.25 
702,0,-49486.47,-143829.07,-49360.52,-144021.3,229.85 
701,2,-49489.29,-143830.92,-49363.31,-144023.14,229.86 
703,1,-49483.71,-143827.26,-49357.69,-144019.45,229.85 
602,0,-49497.54,-143812.45,-49486.47,-143829.07,19.96 
601,2,-49500.34,-143814.29,-49489.29,-143830.92,19.96 
603,1,-49494.64,-143810.55,-49483.71,-143827.26,19.97 
502,0,-49541.69,-143745.78,-49497.54,-143812.45,79.98 
501,2,-49544.36,-143747.6,-49500.34,-143814.29,79.92 
503,1,-49538.78,-143743.8,-49494.64,-143810.55,80.04 
402,0,-49607.52,-143656.89,-49541.69,-143745.78,110.67 
401,2,-49610.08,-143659,-49544.36,-143747.6,110.36 
403,1,-49604.92,-143654.74,-49538.78,-143743.8,110.98 
302,0,-49648.04,-143611.47,-49607.52,-143656.89,60.90 
301,2,-49650.4,-143613.76,-49610.08,-143659,60.63 
303,1,-49645.69,-143609.17,-49604.92,-143654.74,61.17 
304,1,-49642.42,-143605.98,-49602.08,-143652.41,61.53 
202,0,-49770.85,-143506.87,-49648.04,-143611.47,161.62 
201,2,-49772.62,-143509.45,-49650.4,-143613.76,160.97 
203,1,-49768.89,-143504.03,-49645.69,-143609.17,162.27 
4701,1,-49714.89,-143536.85,-49642.42,-143605.98,100.28 
101,2,-49939.54,-143414.09,-49772.62,-143509.45,192.39 
9801,2,-49775.79,-143514.05,-49941.95,-143418.79,191.69 
9802,0,-49777.71,-143516.84,-49943.54,-143421.88,191.28 
9803,1,-49779.48,-143519.42,-49945,-143424.73,190.85 
9701,2,-49736.33,-143543.04,-49775.79,-143514.05,48.99 
9702,0,-49738.42,-143545.71,-49777.71,-143516.84,48.77 
9703,1,-49740.42,-143548.25,-49779.48,-143519.42,48.56 
10601,3,-49743.31,-143551.94,-49783.06,-143524.61,48.24 
9601,2,-49654.29,-143617.56,-49736.33,-143543.04,110.93 
9602,0,-49656.6,-143619.82,-49738.42,-143545.71,110.50 
9603,1,-49659.09,-143622.23,-49740.42,-143548.25,110.07 
9501,2,-49614.16,-143662.37,-49654.29,-143617.56,60.17 
9502,0,-49616.83,-143664.57,-49656.6,-143619.82,59.90 
9503,1,-49619.33,-143666.64,-49659.09,-143622.23,59.64 
9401,2,-49504.72,-143817.16,-49614.16,-143662.37,189.68 
9402,0,-49507.48,-143818.97,-49616.83,-143664.57,189.32 
9403,1,-49510.35,-143820.85,-49619.33,-143666.64,188.97 
9301,2,-49493.81,-143833.88,-49504.72,-143817.16,19.96 
9302,0,-49496.57,-143835.69,-49507.48,-143818.97,19.97 
9303,1,-49499.3,-143837.48,-49510.35,-143820.85,19.96 
9201,2,-49307.48,-144117.94,-49493.81,-143833.88,339.76 
9202,0,-49310.29,-144119.78,-49496.57,-143835.69,339.76 
9203,1,-49313.06,-144121.6,-49499.3,-143837.48,339.75 
9101,2,-49236.25,-144226.49,-49307.48,-144117.94,129.85 
9102,0,-49239.01,-144228.3,-49310.29,-144119.78,129.85 
9103,1,-49241.72,-144230.07,-49313.06,-144121.6,129.85 
9104,1,-49244.92,-144232.17,-49313.06,-144121.6,130.03 
9001,2,-49121.17,-144401.62,-49236.25,-144226.49,209.58 
9002,0,-49124.04,-144403.5,-49239.01,-144228.3,209.59 
9003,1,-49127.24,-144405.6,-49241.72,-144230.07,209.59 
8901,2,-49098.99,-144434.92,-49121.17,-144401.62,40.02 
8902,0,-49102.07,-144436.99,-49124.04,-144403.5,40.06 
8903,1,-49106.01,-144439.64,-49127.24,-144405.6,40.13 
8801,2,-49013.41,-144545.38,-49098.99,-144434.92,139.95 
8802,1,-49015.82,-144547.71,-49102.07,-144436.99,140.57 
8701,2,-48984.36,-144572.86,-49013.41,-144545.38,40.01 
8702,1,-48986.64,-144575.39,-49015.82,-144547.71,40.23 
8601,2,-48837.71,-144655.02,-48984.36,-144572.86,169.22 
8602,1,-48838.77,-144658.3,-48986.64,-144575.39,170.67 
8501,2,-48760.49,-144673.27,-48837.71,-144655.02,79.42 
8502,1,-48761.07,-144676.72,-48838.77,-144658.3,79.92 
8401,2,-48631.26,-144687.06,-48760.49,-144673.27,130.02 
8402,1,-48631.52,-144690.4,-48761.07,-144676.72,130.33 
8301,2,-48402.16,-144704.8,-48631.26,-144687.06,229.80 
8302,1,-48402.43,-144708.21,-48631.52,-144690.4,229.81 
8201,3,-48250.41,-144716.77,-48402.16,-144704.8,152.23 
8202,3,-48250.68,-144720.15,-48402.43,-144708.21,152.23 
8101,3,-48170.72,-144728.92,-48250.41,-144716.77,80.78 
8102,3,-48171.69,-144732.51,-48250.68,-144720.15,80.11 
8001,3,-48069.35,-144788.68,-48170.72,-144728.92,118.92 
8002,3,-48071.94,-144791.28,-48171.69,-144732.51,117.02 
7901,3,-48018.16,-144849.85,-48069.35,-144788.68,79.83 
7902,3,-48020.87,-144851.94,-48071.94,-144791.28,79.38 
7801,3,-47920.25,-144976.35,-48018.16,-144849.85,159.98 
7802,3,-47922.93,-144978.42,-48020.87,-144851.94,159.99 
7701,2,-47877.72,-145031.92,-47920.25,-144976.35,69.98 
7702,1,-47880.31,-145033.92,-47922.93,-144978.42,69.99 
7601,2,-47633.32,-145348.58,-47877.72,-145031.92,400.05 
7602,1,-47635.95,-145350.62,-47880.31,-145033.92,400.05 
7501,2,-47589.03,-145403.02,-47633.32,-145348.58,70.20 
7502,1,-47591.54,-145405.28,-47635.95,-145350.62,70.45 
7401,2,-47540.16,-145453.41,-47589.03,-145403.02,70.23 
7402,1,-47542.44,-145455.85,-47591.54,-145405.28,70.52 
7301,2,-47487.72,-145499.88,-47540.16,-145453.41,70.08 
7302,1,-47489.9,-145502.4,-47542.44,-145455.85,70.21 
7201,2,-47472.55,-145512.91,-47487.72,-145499.88,20.00 
7202,1,-47474.84,-145515.55,-47489.9,-145502.4,20.00 
7101,2,-47427.01,-145551.97,-47472.55,-145512.91,60.00 
7102,0,-47429.39,-145554.72,-47474.84,-145515.55,60.00 
7103,1,-47431.71,-145557.39,-47474.84,-145515.55,60.23 
7001,2,-47366.69,-145604.52,-47427.01,-145551.97,80.01 
7002,0,-47368.93,-145607.1,-47429.39,-145554.72,80.01 
7003,1,-47371.49,-145610.05,-47431.71,-145557.39,80.02 
6901,2,-47321.31,-145643.78,-47366.69,-145604.52,60.01 
6902,1,-47323.57,-145646.38,-47368.93,-145607.1,60.02 
6801,2,-47298.78,-145663.41,-47321.31,-145643.78,29.89 
6802,1,-47301.09,-145665.98,-47323.57,-145646.38,29.83 
6701,3,-47291.38,-145670.09,-47298.78,-145663.41,9.96 
6702,3,-47293.64,-145672.59,-47301.09,-145665.98,9.96 
6601,3,-47209.86,-145756.85,-47291.38,-145670.09,119.26 
6602,3,-47212.72,-145758.95,-47293.64,-145672.59,118.56 
6501,3,-47124.78,-145935.04,-47209.86,-145756.85,198.40 
6502,3,-47128.24,-145936.13,-47212.72,-145758.95,197.27 
6401,3,-47103.67,-146012.2,-47124.78,-145935.04,80.01 
6402,3,-47106.79,-146013.01,-47128.24,-145936.13,79.84 
6403,1,-47112.03,-146014.38,-47128.24,-145936.13,79.99 
6301,3,-47091.71,-146060.54,-47103.67,-146012.2,49.80 
6302,3,-47094.9,-146061.37,-47106.79,-146013.01,49.80 
6303,1,-47099.85,-146062.66,-47112.03,-146014.38,49.80 
6201,3,-47089.52,-146070.25,-47091.71,-146060.54,9.96 
6202,3,-47092.67,-146071.06,-47094.9,-146061.37,9.95 
6101,3,-47084.97,-146088.67,-47089.52,-146070.25,18.98 
6102,3,-47088.44,-146089.54,-47092.67,-146071.06,18.96 
6001,3,-47080.79,-146106.22,-47084.97,-146088.67,18.04 
6002,3,-47084.22,-146107.08,-47088.44,-146089.54,18.04 
5901,3,-47078.37,-146114.99,-47080.79,-146106.22,9.11 
5902,3,-47081.8,-146115.98,-47084.22,-146107.08,9.22 
5801,3,-47063.67,-146148.76,-47078.37,-146114.99,36.98 
5802,3,-47067.16,-146151.23,-47081.8,-146115.98,38.32 
5701,3,-47032.48,-146172.79,-47063.67,-146148.76,39.98 
5702,3,-47033.95,-146176.68,-47067.16,-146151.23,42.48 
5601,3,-46991.17,-146177.63,-47032.48,-146172.79,41.84 
5602,3,-46990.95,-146181.06,-47033.95,-146176.68,43.52 
5501,3,-46930.15,-146173.02,-46991.17,-146177.63,61.20 
5502,3,-46929.89,-146176.51,-46990.95,-146181.06,61.24 
5401,3,-46920.01,-146172.33,-46930.15,-146173.02,10.16 
5402,3,-46919.76,-146175.7,-46929.89,-146176.51,10.16 
5301,1,-46859.37,-146171.78,-46920.01,-146172.33,60.69 
5302,2,-46859.47,-146175.21,-46919.76,-146175.7,60.34 
5101,3,-47101.28,-146011.58,-47086.73,-146086.22,76.15 
