203,7,70.45,-49712.81,-143546.55
203,8,80.53,-49705.24,-143553.28
203,9,90.63,-49697.46,-143559.77
203,10,100.79,-49689.93,-143566.55
203,11,111.16,-49682.19,-143573.45
203,12,121.29,-49674.66,-143580.22
203,13,131.91,-49666.91,-143587.49
203,14,142.04,-49659.65,-143594.55
203,15,152.11,-49652.59,-143601.73
301,1,10.14,-49643.37,-143621.08
301,2,20.21,-49636.49,-143628.43
301,3,30.35,-49629.52,-143635.80
301,4,40.42,-49623.09,-143643.54
301,5,50.48,-49616.55,-143651.19
302,1,10.24,-49641.04,-143618.95
302,2,20.31,-49634.17,-143626.30
302,3,30.52,-49627.11,-143633.69
302,4,40.59,-49620.69,-143641.44
302,5,50.66,-49614.05,-143649.01
303,1,10.34,-49638.59,-143616.70
303,2,20.41,-49631.66,-143624.00
303,3,30.70,-49624.73,-143631.61
303,4,40.77,-49618.09,-143639.17
303,5,50.83,-49611.55,-143646.82
304,1,10.49,-49635.16,-143613.55
304,2,20.55,-49628.53,-143621.13
304,3,30.94,-49621.54,-143628.82
304,4,41.02,-49615.28,-143636.71
304,5,51.09,-49608.75,-143644.38
401,1,10.09,-49603.64,-143666.78
401,2,20.19,-49597.32,-143674.65
401,3,30.21,-49591.16,-143682.56
401,4,40.24,-49585.09,-143690.54
401,5,50.26,-49579.15,-143698.61
401,6,60.28,-49573.23,-143706.69
401,7,70.29,-49567.36,-143714.81
401,8,80.31,-49561.53,-143722.95
401,9,90.32,-49555.67,-143731.07
401,10,100.34,-49549.99,-143739.32
402,1,10.13,-49601.07,-143664.71
402,2,20.26,-49594.71,-143672.60
402,3,30.32,-49588.47,-143680.49
402,4,40.38,-49582.50,-143688.58
402,5,50.43,-49576.44,-143696.60
402,6,60.48,-49570.50,-143704.70
402,7,70.52,-49564.61,-143712.84
402,8,80.56,-49558.79,-143721.02
402,9,90.60,-49553.10,-143729.29
402,10,100.63,-49547.41,-143737.54
403,1,10.17,-49598.44,-143662.59
403,2,20.34,-49592.18,-143670.61
403,3,30.43,-49585.93,-143678.53
403,4,40.52,-49579.71,-143686.47
403,5,50.61,-49573.89,-143694.71
403,6,60.68,-49567.81,-143702.74
403,7,70.75,-49561.98,-143710.95
403,8,80.82,-49555.97,-143719.02
403,9,90.87,-49550.28,-143727.32
403,10,100.92,-49544.47,-143735.52
404,1,10.22,-49595.95,-143660.58
404,2,20.42,-49589.68,-143668.64
404,3,30.55,-49583.50,-143676.65
404,4,40.67,-49577.54,-143684.83
404,5,50.78,-49571.71,-143693.09
404,6,60.87,-49565.74,-143701.23
404,7,70.97,-49560.14,-143709.63
404,8,81.05,-49554.53,-143718.00
404,9,91.13,-49549.11,-143726.50
404,10,101.21,-49543.87,-143735.11
501,1,10.00,-49538.69,-143755.85
501,2,20.00,-49533.19,-143764.18
501,3,29.99,-49527.63,-143772.49
501,4,39.97,-49522.15,-143780.84
501,5,49.96,-49516.67,-143789.18
501,6,59.94,-49511.21,-143797.55
501,7,69.93,-49505.81,-143805.94
502,1,10.02,-49536.13,-143754.12
502,2,20.02,-49530.48,-143762.37
502,3,30.02,-49524.86,-143770.65
502,4,40.02,-49519.33,-143778.97
502,5,50.01,-49513.85,-143787.33
502,6,60.00,-49508.36,-143795.67
502,7,69.98,-49502.88,-143804.02
503,1,10.03,-49533.26,-143752.18
503,2,20.05,-49527.65,-143760.48
503,3,30.06,-49522.21,-143768.89
503,4,40.07,-49516.48,-143777.09
503,5,50.07,-49511.11,-143785.53
503,6,60.06,-49505.75,-143793.96
503,7,70.05,-49500.14,-143802.23
601,1,9.98,-49494.74,-143822.56
602,1,9.98,-49491.94,-143820.72
603,1,9.98,-49489.02,-143818.80
701,1,9.98,-49483.84,-143839.28
701,2,19.96,-49478.28,-143847.57
701,3,29.95,-49472.81,-143855.93
701,4,39.94,-49467.35,-143864.29
701,5,49.93,-49462.01,-143872.73
701,6,59.92,-49456.33,-143880.95
701,7,69.91,-49451.05,-143889.43
701,8,79.90,-49445.35,-143897.64
701,9,89.88,-49440.04,-143906.10
701,10,99.87,-49434.51,-143914.41
701,11,109.86,-49429.05,-143922.77
701,12,119.86,-49423.59,-143931.15
701,13,129.85,-49418.09,-143939.50
701,14,139.85,-49412.48,-143947.77
701,15,149.85,-49407.08,-143956.19
701,16,159.85,-49401.69,-143964.61
701,17,169.85,-49396.10,-143972.90
701,18,179.84,-49390.71,-143981.32
701,19,189.84,-49385.18,-143989.65
701,20,199.84,-49379.65,-143997.98
701,21,209.84,-49374.15,-144006.33
701,22,219.84,-49368.71,-144014.72
702,1,9.98,-49480.78,-143837.27
702,2,19.97,-49475.51,-143845.76
702,3,29.96,-49470.07,-143854.13
702,4,39.95,-49464.69,-143862.55
702,5,49.93,-49459.17,-143870.87
702,6,59.92,-49453.70,-143879.23
702,7,69.91,-49448.15,-143887.53
702,8,79.89,-49442.76,-143895.94
702,9,89.88,-49437.24,-143904.26
702,10,99.87,-49431.71,-143912.58
702,11,109.85,-49426.26,-143920.95
702,12,119.85,-49420.68,-143929.24
702,13,129.85,-49415.32,-143937.68
702,14,139.85,-49409.85,-143946.05
702,15,149.85,-49404.38,-143954.42
702,16,159.84,-49398.89,-143962.78
702,17,169.84,-49393.44,-143971.15
702,18,179.84,-49387.92,-143979.49
702,19,189.84,-49382.46,-143987.86
702,20,199.83,-49376.93,-143996.20
702,21,209.83,-49371.50,-144004.58
702,22,219.83,-49366.03,-144012.96
703,1,9.98,-49478.10,-143835.51
703,2,19.97,-49472.72,-143843.93
703,3,29.95,-49467.30,-143852.31
703,4,39.94,-49461.84,-143860.68
703,5,49.93,-49456.32,-143869.00
703,6,59.91,-49450.97,-143877.43
703,7,69.90,-49445.43,-143885.74
703,8,79.89,-49439.94,-143894.09
703,9,89.88,-49434.48,-143902.45
703,10,99.86,-49429.01,-143910.80
703,11,109.85,-49423.43,-143919.09
703,12,119.85,-49418.02,-143927.49
703,13,129.84,-49412.55,-143935.87
703,14,139.84,-49407.08,-143944.24
703,15,149.84,-49401.63,-143952.61
703,16,159.84,-49396.12,-143960.95
703,17,169.83,-49390.62,-143969.31
703,18,179.83,-49385.07,-143977.62
703,19,189.83,-49379.61,-143985.99
703,20,199.83,-49374.08,-143994.33
703,21,209.82,-49368.64,-144002.71
703,22,219.83,-49363.31,-144011.18
801,1,10.00,-49357.79,-144031.47
801,2,20.00,-49352.31,-144039.84
801,3,30.00,-49346.77,-144048.17
801,4,40.00,-49341.34,-144056.57
801,5,50.00,-49335.87,-144064.94
801,6,60.00,-49330.45,-144073.34
801,7,70.00,-49324.81,-144081.60
801,8,80.00,-49319.39,-144090.01
801,9,89.97,-49313.97,-144098.37
801,10,99.93,-49308.52,-144106.71
801,11,109.89,-49302.99,-144114.99
801,12,119.86,-49297.63,-144123.39
801,13,129.82,-49292.14,-144131.71
801,14,139.78,-49286.62,-144140.00
801,15,149.75,-49281.07,-144148.28
801,16,159.71,-49275.62,-144156.62
801,17,169.67,-49270.19,-144164.97
801,18,179.64,-49264.70,-144173.29
801,19,189.65,-49259.23,-144181.68
801,20,199.67,-49253.59,-144189.96
801,21,209.69,-49248.07,-144198.31
801,22,219.70,-49242.65,-144206.73
801,23,229.72,-49237.32,-144215.21
801,24,239.74,-49231.65,-144223.48
801,25,249.75,-49226.18,-144231.86
801,26,259.77,-49220.75,-144240.28
801,27,269.78,-49215.26,-144248.65
801,28,279.80,-49209.77,-144257.03
801,29,289.74,-49204.26,-144265.31
801,30,299.68,-49198.82,-144273.63
801,31,309.63,-49193.40,-144281.97
802,1,10.00,-49354.94,-144029.61
802,2,20.00,-49349.43,-144037.95
802,3,30.00,-49343.93,-144046.30
802,4,40.00,-49338.48,-144054.69
802,5,50.00,-49333.04,-144063.08
802,6,60.00,-49327.63,-144071.50
802,7,70.00,-49322.05,-144079.79
802,8,80.00,-49316.49,-144088.11
802,9,89.97,-49311.14,-144096.51
802,10,99.93,-49305.62,-144104.81
802,11,109.89,-49300.17,-144113.15
802,12,119.86,-49294.71,-144121.48
802,13,129.82,-49289.22,-144129.79
802,14,139.78,-49283.74,-144138.12
802,15,149.75,-49278.34,-144146.49
802,16,159.71,-49272.87,-144154.82
802,17,169.67,-49267.39,-144163.14
802,18,179.64,-49261.87,-144171.43
802,19,189.65,-49256.28,-144179.74
802,20,199.67,-49250.80,-144188.13
802,21,209.68,-49245.36,-144196.53
802,22,219.70,-49239.77,-144204.85
802,23,229.71,-49234.32,-144213.25
802,24,239.73,-49228.78,-144221.60
802,25,249.75,-49223.25,-144229.94
802,26,259.76,-49217.86,-144238.39
802,27,269.78,-49212.34,-144246.74
802,28,279.79,-49206.78,-144255.07
802,29,289.74,-49201.41,-144263.44
802,30,299.68,-49195.95,-144271.75
802,31,309.62,-49190.47,-144280.05
803,1,10.00,-49352.10,-144027.75
803,2,20.00,-49346.60,-144036.10
803,3,30.00,-49341.17,-144044.50
803,4,40.00,-49335.71,-144052.87
803,5,50.00,-49330.19,-144061.21
803,6,60.00,-49324.85,-144069.67
803,7,70.00,-49319.24,-144077.95
803,8,80.00,-49313.73,-144086.30
803,9,89.97,-49308.32,-144094.66
803,10,99.93,-49302.80,-144102.96
803,11,109.89,-49297.29,-144111.26
803,12,119.86,-49291.84,-144119.60
803,13,129.82,-49286.48,-144128.00
803,14,139.79,-49280.95,-144136.28
803,15,149.75,-49275.60,-144144.69
803,16,159.71,-49270.09,-144153.00
803,17,169.68,-49264.74,-144161.40
803,18,179.64,-49259.12,-144169.63
803,19,189.66,-49253.48,-144177.91
803,20,199.67,-49248.01,-144186.30
803,21,209.69,-49242.51,-144194.67
803,22,219.70,-49237.08,-144203.08
803,23,229.72,-49231.58,-144211.45
803,24,239.74,-49226.01,-144219.78
803,25,249.75,-49220.59,-144228.20
803,26,259.77,-49215.12,-144236.59
803,27,269.78,-49209.68,-144245.00
803,28,279.80,-49204.14,-144253.34
803,29,289.74,-49198.62,-144261.61
803,30,299.69,-49193.31,-144270.02
803,31,309.63,-49187.83,-144278.32
901,1,9.94,-49182.49,-144298.59
901,2,19.88,-49177.08,-144306.93
901,3,29.82,-49171.59,-144315.22
901,4,39.77,-49166.09,-144323.51
901,5,49.71,-49160.60,-144331.80
901,6,59.65,-49155.25,-144340.18
901,7,69.66,-49149.82,-144348.59
901,8,79.67,-49144.38,-144356.99
901,9,89.68,-49138.86,-144365.34
901,10,99.69,-49133.31,-144373.67
902,1,9.94,-49179.74,-144296.79
902,2,19.88,-49174.22,-144305.06
902,3,29.82,-49168.81,-144313.40
902,4,39.77,-49163.28,-144321.66
902,5,49.71,-49157.83,-144329.98
902,6,59.65,-49152.40,-144338.31
902,7,69.66,-49146.90,-144346.67
902,8,79.67,-49141.49,-144355.10
902,9,89.68,-49136.08,-144363.52
902,10,99.69,-49130.56,-144371.87
1001,1,10.01,-49122.37,-144390.43
1002,1,10.01,-49119.36,-144388.46
1003,1,10.04,-49118.82,-144388.11
1101,1,10.00,-49111.43,-144407.20
1101,2,20.01,-49105.97,-144415.58
1101,3,30.01,-49100.49,-144423.94
1101,4,39.96,-49094.93,-144432.20
1101,5,49.91,-49089.44,-144440.49
1101,6,59.86,-49083.70,-144448.62
1101,7,69.80,-49078.04,-144456.80
1101,8,79.74,-49072.41,-144464.99
1101,9,89.68,-49066.57,-144473.04
1101,10,99.62,-49060.72,-144481.07
1101,11,109.56,-49054.76,-144489.02
1102,1,10.00,-49108.46,-144405.24
1102,2,19.99,-49103.07,-144413.66
1102,3,29.98,-49097.45,-144421.92
1102,4,39.92,-49091.84,-144430.12
1102,5,49.85,-49086.24,-144438.32
1102,6,59.77,-49080.73,-144446.57
1102,7,69.69,-49075.23,-144454.83
1102,8,79.60,-49069.59,-144462.98
1102,9,89.51,-49063.84,-144471.05
1102,10,99.41,-49058.00,-144479.04
1102,11,109.30,-49052.05,-144486.95
1103,1,10.05,-49106.30,-144403.82
1103,2,20.04,-49100.69,-144412.09
1103,3,30.02,-49095.00,-144420.29
1103,4,39.95,-49089.36,-144428.46
1103,5,49.86,-49083.69,-144436.59
1103,6,59.77,-49077.83,-144444.58
1103,7,69.66,-49072.18,-144452.69
1103,8,79.53,-49066.32,-144460.65
1103,9,89.40,-49060.28,-144468.45
1103,10,99.26,-49054.13,-144476.15
1103,11,109.10,-49047.81,-144483.70
1201,1,9.92,-49042.45,-144504.60
1201,2,19.84,-49036.21,-144512.31
1201,3,29.76,-49029.80,-144519.88
1201,4,39.68,-49023.25,-144527.33
1201,5,49.59,-49016.51,-144534.59
1202,1,9.88,-49039.93,-144502.56
1202,2,19.75,-49033.62,-144510.15
1202,3,29.61,-49027.25,-144517.68
1202,4,39.46,-49020.70,-144525.04
1202,5,49.31,-49013.91,-144532.17
1301,1,9.90,-49002.70,-144548.79
1301,2,19.80,-48995.64,-144555.74
1301,3,29.70,-48988.35,-144562.43
1302,1,9.83,-49000.35,-144546.42
1302,2,19.66,-48993.35,-144553.32
1302,3,29.49,-48986.09,-144559.94
1401,1,9.82,-48973.34,-144575.32
1401,2,19.69,-48965.62,-144581.47
1401,3,29.60,-48957.80,-144587.57
1401,4,39.57,-48949.77,-144593.46
1401,5,49.40,-48941.70,-144599.08
1401,6,59.38,-48933.30,-144604.47
1401,7,69.35,-48924.80,-144609.68
1401,8,79.22,-48916.29,-144614.66
1401,9,89.10,-48907.67,-144619.52
1401,10,99.08,-48898.84,-144624.16
1401,11,108.93,-48890.04,-144628.58
1401,12,118.67,-48881.22,-144632.72
1401,13,128.32,-48872.40,-144636.62
1401,14,137.94,-48863.52,-144640.34
1401,15,147.66,-48854.40,-144643.69
1401,16,157.40,-48845.27,-144647.08
1402,1,9.65,-48971.18,-144572.68
1402,2,19.39,-48963.51,-144578.69
1402,3,29.22,-48955.74,-144584.71
1402,4,19.17,-48947.69,-144590.56
1402,5,48.80,-48939.78,-144596.04
1402,6,58.77,-48931.36,-144601.40
1402,7,68.75,-48922.94,-144606.74
1402,8,78.46,-48914.63,-144611.77
1402,9,88.24,-48906.11,-144616.55
1402,10,98.21,-48897.25,-144621.14
1402,11,107.91,-48888.58,-144625.50
1402,12,117.65,-48879.79,-144629.68
1402,13,127.18,-48871.04,-144633.46
1402,14,136.65,-48862.31,-144637.13
1402,15,146.33,-48853.24,-144640.54
1402,16,156.07,-48844.07,-144643.80
1501,1,9.68,-48826.87,-144652.93
1501,2,19.36,-48817.56,-144655.59
1501,3,29.04,-48808.20,-144658.09
1501,4,38.73,-48798.78,-144660.33
1501,5,48.71,-48789.05,-144662.55
1501,6,58.68,-48779.28,-144664.54
1501,7,68.66,-48769.48,-144666.43
1502,1,9.60,-48825.89,-144649.63
1502,2,19.21,-48816.65,-144652.29
1502,3,28.83,-48807.37,-144654.83
1502,4,38.45,-48798.03,-144657.17
1502,5,48.37,-48788.35,-144659.31
1502,6,58.29,-48778.62,-144661.23
1502,7,68.22,-48768.88,-144663.12
1601,1,9.99,-48749.80,-144669.85
1601,2,19.98,-48739.89,-144671.10
1601,3,29.97,-48729.99,-144672.49
1601,4,39.97,-48720.06,-144673.64
1601,5,49.97,-48710.14,-144674.84
1601,6,59.97,-48700.19,-144675.95
1601,7,69.90,-48690.31,-144676.96
1601,8,79.84,-48680.41,-144677.82
1601,9,89.78,-48670.52,-144678.81
1601,10,99.72,-48660.60,-144679.47
1601,11,109.67,-48650.70,-144680.42
1601,12,119.62,-48640.78,-144681.19
1602,1,9.94,-48749.28,-144666.42
1602,2,19.88,-48739.41,-144667.71
1602,3,29.84,-48729.55,-144669.08
1602,4,39.80,-48719.67,-144670.28
1602,5,49.77,-48709.76,-144671.38
1602,6,59.74,-48699.85,-144672.51
1602,7,69.65,-48689.99,-144673.56
1602,8,79.57,-48680.12,-144674.51
1602,9,89.50,-48670.23,-144675.32
1602,10,99.43,-48660.34,-144676.23
1602,11,109.37,-48650.43,-144677.06
1602,12,119.31,-48640.51,-144677.76
1701,1,9.95,-48620.94,-144682.70
1701,2,19.90,-48611.01,-144683.41
1701,3,29.85,-48601.09,-144684.13
1701,4,39.84,-48591.13,-144684.96
1701,5,49.84,-48581.16,-144685.72
1701,6,59.84,-48571.18,-144686.38
1701,7,69.83,-48561.22,-144687.21
1701,8,79.83,-48551.25,-144687.93
1701,9,89.82,-48541.29,-144688.79
1701,10,99.82,-48531.33,-144689.62
1701,11,109.82,-48521.37,-144690.40
1701,12,119.81,-48511.41,-144691.26
1701,13,129.81,-48501.43,-144691.92
1701,14,139.81,-48491.47,-144692.71
1701,15,149.80,-48481.50,-144693.52
1701,16,159.80,-48471.53,-144694.24
1701,17,169.80,-48461.57,-144695.03
1701,18,179.80,-48451.60,-144695.83
1701,19,189.79,-48441.63,-144696.56
1701,20,199.79,-48431.66,-144697.33
1701,21,209.79,-48421.69,-144698.11
1701,22,219.79,-48411.72,-144698.83
1701,23,229.78,-48401.76,-144699.71
1702,1,9.95,-48620.67,-144679.23
1702,2,19.90,-48610.75,-144680.07
1702,3,29.85,-48600.83,-144680.83
1702,4,39.84,-48590.87,-144681.66
1702,5,49.84,-48580.90,-144682.43
1702,6,59.84,-48570.94,-144683.22
1702,7,69.83,-48560.97,-144683.96
1702,8,79.83,-48551.00,-144684.68
1702,9,89.82,-48541.03,-144685.44
1702,10,99.82,-48531.07,-144686.20
1702,11,109.82,-48521.11,-144687.06
1702,12,119.81,-48511.14,-144687.77
1702,13,129.81,-48501.17,-144688.52
1702,14,139.80,-48491.21,-144689.37
1702,15,149.80,-48481.25,-144690.22
1702,16,159.80,-48471.28,-144690.97
1702,17,169.80,-48461.31,-144691.72
1702,18,179.79,-48451.34,-144692.47
1702,19,189.79,-48441.37,-144693.22
1702,20,199.79,-48431.40,-144693.97
1702,21,209.79,-48421.43,-144694.72
1702,22,219.78,-48411.46,-144695.43
1702,23,229.78,-48401.50,-144696.27
1801,1,10.10,-48381.63,-144701.35
1801,2,20.20,-48371.55,-144702.10
1801,3,30.30,-48361.48,-144702.82
1801,4,40.40,-48351.41,-144703.64
1801,5,50.50,-48341.34,-144704.41
1801,6,60.61,-48331.26,-144705.17
1801,7,70.71,-48321.19,-144705.94
1801,8,80.81,-48311.12,-144706.77
1801,9,90.91,-48301.05,-144707.56
1801,10,101.15,-48290.84,-144708.31
1801,11,111.39,-48280.63,-144709.12
1801,12,121.63,-48270.42,-144709.83
1801,13,131.87,-48260.21,-144710.63
1802,1,10.10,-48381.36,-144697.92
1802,2,20.20,-48371.30,-144698.83
1802,3,30.30,-48361.22,-144699.49
1802,4,40.40,-48351.15,-144700.29
1802,5,50.51,-48341.07,-144701.00
1802,6,60.61,-48331.00,-144701.74
1802,7,70.71,-48320.93,-144702.53
1802,8,80.81,-48310.85,-144703.30
1802,9,90.91,-48300.79,-144704.13
1802,10,101.15,-48290.58,-144704.93
1802,11,111.39,-48280.36,-144705.68
1802,12,121.63,-48270.16,-144706.54
1802,13,131.87,-48259.95,-144707.29
1901,1,10.25,-48239.78,-144712.35
1901,2,20.52,-48229.55,-144713.23
1901,3,30.81,-48219.32,-144714.34
1901,4,41.11,-48209.09,-144715.55
1901,5,51.43,-48198.87,-144716.98
1901,6,61.55,-48188.91,-144718.73
1901,7,71.76,-48178.93,-144720.89
1902,1,10.27,-48239.49,-144708.93
1902,2,20.58,-48229.22,-144709.85
1902,3,30.93,-48218.91,-144710.78
1902,4,41.32,-48208.60,-144711.98
1902,5,51.74,-48198.27,-144713.39
1902,6,61.98,-48188.19,-144715.21
1902,7,72.41,-48178.03,-144717.55
2001,1,10.22,-48159.47,-144726.51
2001,2,20.24,-48150.01,-144729.81
2001,3,30.50,-48140.59,-144733.87
2001,4,40.68,-48131.23,-144737.88
2001,5,50.70,-48122.33,-144742.47
2001,6,60.93,-48113.44,-144747.54
2001,7,71.02,-48104.83,-144752.80
2001,8,81.15,-48096.54,-144758.63
2001,9,91.42,-48088.19,-144764.60
2001,10,101.50,-48080.26,-144770.82
2001,11,111.62,-48072.58,-144777.41
2002,1,10.51,-48158.24,-144723.05
2002,2,20.53,-48148.82,-144726.46
2002,3,31.08,-48139.05,-144730.42
2002,4,41.44,-48129.62,-144734.71
2002,5,51.46,-48120.76,-144739.40
2002,6,61.94,-48111.59,-144744.46
2002,7,72.12,-48102.88,-144749.72
2002,8,82.37,-48094.38,-144755.47
2002,9,92.95,-48085.89,-144761.77
2002,10,103.08,-48077.97,-144768.09
2002,11,113.28,-48070.35,-144774.87
2101,1,10.14,-48058.35,-144791.97
2101,2,20.26,-48051.69,-144799.59
2101,3,30.36,-48045.07,-144807.22
2101,4,40.44,-48038.70,-144815.04
2101,5,50.52,-48032.51,-144822.99
2101,6,60.54,-48026.37,-144830.91
2101,7,70.55,-48020.14,-144838.74
2102,1,10.26,-48055.67,-144789.45
2102,2,20.50,-48048.93,-144797.15
2102,3,30.69,-48042.38,-144804.96
2102,4,40.84,-48036.10,-144812.94
2102,5,50.96,-48029.74,-144820.81
2102,6,61.01,-48023.61,-144828.76
2102,7,71.02,-48017.47,-144836.68
2201,1,10.00,-48007.99,-144854.64
2201,2,20.00,-48001.86,-144862.55
2201,3,30.01,-47995.81,-144870.51
2201,4,40.01,-47989.58,-144878.34
2201,5,50.02,-47983.51,-144886.29
2201,6,60.02,-47977.46,-144894.26
2201,7,70.03,-47971.26,-144902.11
2201,8,80.02,-47965.22,-144910.07
2201,9,90.01,-47959.13,-144918.00
2201,10,100.01,-47952.97,-144925.86
2201,11,110.00,-47946.94,-144933.84
2201,12,119.99,-47940.86,-144941.77
2201,13,129.99,-47934.64,-144949.59
2201,14,139.98,-47928.47,-144957.46
2201,15,149.97,-47922.43,-144965.42
2201,16,159.97,-47916.29,-144973.30
2202,1,10.00,-48005.28,-144852.55
2202,2,20.00,-47999.29,-144860.56
2202,3,30.01,-47993.16,-144868.47
2202,4,40.01,-47987.07,-144876.41
2202,5,50.02,-47980.94,-144884.31
2202,6,60.02,-47974.83,-144892.23
2202,7,70.03,-47968.57,-144900.03
2202,8,80.02,-47962.45,-144907.94
2202,9,90.01,-47956.37,-144915.87
2202,10,100.01,-47950.33,-144923.83
2202,11,110.00,-47944.20,-144931.72
2202,12,119.99,-47937.98,-144939.55
2202,13,129.99,-47931.99,-144947.55
2202,14,139.98,-47925.88,-144955.45
2202,15,149.97,-47919.78,-144963.37
2202,16,159.97,-47913.56,-144971.19
2301,1,9.99,-47904.00,-144989.06
2301,2,19.99,-47897.93,-144997.01
2301,3,29.99,-47891.90,-145004.98
2301,4,39.98,-47885.71,-145012.83
2301,5,49.98,-47879.62,-145020.76
2302,1,9.99,-47901.54,-144987.16
2302,2,19.99,-47895.38,-144995.04
2302,3,29.99,-47889.18,-145002.88
2302,4,39.99,-47883.03,-145010.77
2302,5,49.98,-47877.03,-145018.76
2401,1,9.99,-47867.51,-145036.67
2401,2,19.99,-47861.29,-145044.50
2401,3,29.99,-47855.34,-145052.54
2401,4,39.99,-47849.12,-145060.36
2401,5,49.99,-47843.04,-145068.31
2401,6,60.00,-47836.94,-145076.23
2401,7,70.00,-47830.74,-145084.09
2401,8,80.01,-47824.58,-145091.97
2401,9,90.01,-47818.60,-145099.99
2401,10,100.01,-47812.46,-145107.89
2401,11,110.02,-47806.41,-145115.86
2401,12,120.02,-47800.24,-145123.73
2401,13,130.03,-47794.20,-145131.71
2401,14,140.03,-47788.05,-145139.60
2401,15,150.03,-47781.93,-145147.51
2401,16,160.03,-47775.71,-145155.33
2401,17,170.02,-47769.63,-145163.27
2401,18,180.02,-47763.52,-145171.18
2401,19,190.01,-47757.46,-145179.12
2401,20,200.01,-47751.36,-145187.04
2401,21,210.01,-47745.24,-145194.95
2401,22,220.00,-47739.13,-145202.86
2401,23,230.00,-47733.04,-145210.79
2401,24,240.00,-47726.92,-145218.69
2401,25,250.00,-47720.79,-145226.59
2401,26,260.00,-47714.69,-145234.52
2401,27,270.00,-47708.54,-145242.40
2401,28,279.99,-47702.42,-145250.31
2401,29,290.00,-47696.48,-145258.35
2401,30,300.00,-47690.38,-145266.28
2401,31,310.00,-47684.15,-145274.10
2401,32,320.00,-47678.00,-145281.99
2401,33,330.00,-47671.93,-145289.94
2401,34,340.00,-47665.92,-145297.93
2401,35,350.00,-47659.71,-145305.77
